song_artist,url
넌 좋은 사람 (Inst.)_SG 워너비,https://i.scdn.co/image/ab67616d0000b27370233425ed85dc400e11ec5e
넌 좋은 사람_SG 워너비,https://i.scdn.co/image/ab67616d0000b27370233425ed85dc400e11ec5e
바라만 본다_MSG워너비(M.O.M),https://i.scdn.co/image/ab67616d0000b2738faab64d69d172e3e8d8f085
24Hour_SG 워너비,https://i.scdn.co/image/ab67616d0000b2737949859bd1d79a5aa1b7ffa2
The Story_SG 워너비,https://i.scdn.co/image/ab67616d0000b2737a57c79de5138d173331183d
All Day_차지연,https://i.scdn.co/image/ab67616d0000b273ed168b2aef9ae682cd2d0018
Don't Know Why_SG 워너비,https://i.scdn.co/image/ab67616d0000b273c648a42b5dad72c8aafceeec
사랑했어요 (Feat. 데니안)_SG 워너비,https://i.scdn.co/image/ab67616d0000b273f440617be17b769d41c9e49a
Thank You_SG 워너비,https://i.scdn.co/image/ab67616d0000b2737949859bd1d79a5aa1b7ffa2
"가시리_SG 워너비, KCM",https://i.scdn.co/image/ab67616d0000b2735e56775446ef077ea7973c63
라라라_SG 워너비,https://i.scdn.co/image/ab67616d0000b273c433012105591fd105b93ec0
Moon_방탄소년단,https://i.scdn.co/image/ab67616d0000b273505190077497c230422f2934
Celebrity_아이유,https://i.scdn.co/image/ab67616d0000b2734ed058b71650a6ca2c04adff
In My Dream_조장혁,https://i.scdn.co/image/ab67616d0000b2730eea4cdb3ed70ae127e29754
청춘 (DAY)_우효,https://i.scdn.co/image/ab67616d0000b27338e8263b51bec04b91143b76
"애타는 마음_울랄라세션, 아이유",https://i.scdn.co/image/ab67616d0000b273c06f0e8b33ac2d246158253e
말도 없이_박신혜,https://i.scdn.co/image/ab67616d0000b273a2df040dd2d34e5eedd193a7
Lights_방탄소년단,https://i.scdn.co/image/ab67616d0000b273a4070a9a5fecdb73ba443e28
우리 만난다면_스무살,https://i.scdn.co/image/ab67616d0000b273a04689de224648471c5c8a79
희재_성시경,https://i.scdn.co/image/ab67616d0000b273b62fef3f3c320cc731ec584a
It's you_정세운,https://i.scdn.co/image/ab67616d0000b273cc7656e08bf9cff59c03ace0
자장가_아이유,https://i.scdn.co/image/ab67616d0000b2736a0cfc4171d2a0cb9dc7c9ab
Think About You_용주 (YONGZOO),https://i.scdn.co/image/ab67616d0000b273a65683fb93b31212bd6fc4dd
혼자가 아닌 나_서영은,https://i.scdn.co/image/ab67616d0000b273e944e64513d44ab81b1798fc
비밀의 화원_아이유,https://i.scdn.co/image/ab67616d0000b273c06f0e8b33ac2d246158253e
밤편지_아이유,https://i.scdn.co/image/ab67616d0000b273c06f0e8b33ac2d246158253e
사랑이라는 이유로_김광석,https://i.scdn.co/image/ab67616d0000b273989cf07a571d419c50deba70
You Are_승희 (오마이걸),https://i.scdn.co/image/ab67616d0000b2734957fced6061ee536ca618ab
言葉より大切なもの_嵐 (ARASHI),https://i.scdn.co/image/ab67616d0000b27342163d2c2bf3a21fe9540f94
"All Is Found (From ""Frozen 2""/Soundtrack Version)_Evan Rachel Wood",https://i.scdn.co/image/ab67616d0000b2736ff59d18c018a2845758deed
Blooming Story (Feat. 조해진)_tearliner,https://i.scdn.co/image/ab67616d0000b273616db68cabc7e4fb2b93537b
고블린 (Goblin)_설리 (SULLI),https://i.scdn.co/image/ab67616d0000b273199b103e99c9de6bb5a7dc53
"Another Day_먼데이 키즈 (Monday Kiz), 펀치 (Punch)",https://i.scdn.co/image/ab67616d0000b273b6af668a7ee147eeabb51972
Eye 2 Eye (PROD. Caesar & Loui)_정세운,https://i.scdn.co/image/ab67616d0000b27375964f6ab98d0b792f23cb9a
"닿을 듯 말 듯 (PROD. 강이채, 정세운)_정세운",https://i.scdn.co/image/ab67616d0000b273966b24296d137019201b64bb
Parade_윤하 (YOUNHA),https://i.scdn.co/image/ab67616d0000b273d87083079a0cbd66390f4a92
어제처럼_제이,https://i.scdn.co/image/ab67616d0000b2732d4dbbd74ffec68a5f12a1eb
처음 그 자리에_이보람 (씨야),https://i.scdn.co/image/ab67616d0000b27384cffa287df8fae94ffeec14
I Think I_별,https://i.scdn.co/image/ab67616d0000b2730aaf3c7e078966b52815924f
너에게_성시경,https://i.scdn.co/image/ab67616d0000b273a31163b5d555f89e23f7d09a
긴 밤이 오면_에디킴,https://i.scdn.co/image/ab67616d0000b273cc4d1a1e9de2f3e58b44c536
I Love You Boy_수지 (Suzy),https://i.scdn.co/image/ab67616d0000b27320cb2d9c07daacfe8882b06c
"JUST U (PROD. GroovyRoom)_정세운, 식케이 (Sik-K)",https://i.scdn.co/image/ab67616d0000b273f4c505951ceaf2a1bcffaa9b
MIRACLE (PROD. Joombas)_정세운,https://i.scdn.co/image/ab67616d0000b273f4c505951ceaf2a1bcffaa9b
Hype boy_NewJeans,https://i.scdn.co/image/ab67616d0000b2739d28fd01859073a3ae6ea209
시작_가호 (Gaho),https://i.scdn.co/image/ab67616d0000b2739c176966fec78dfc60d37fad
내 남은 사랑을 위해_홍경민,https://i.scdn.co/image/ab67616d0000b273062b3db5c15b62f0e3c2851d
After LIKE_IVE (아이브),https://i.scdn.co/image/ab67616d0000b273b94bb18d775fd6d0127d1ee2
"운명을 거슬러_SG 워너비, 김종욱",https://i.scdn.co/image/ab67616d0000b27378dd386478c0dc29352ea1e8
파파라치 (Feat. 에릭)_간미연,https://i.scdn.co/image/ab67616d0000b273eaccf66176025ec8dfb5b541
ELEVEN_IVE (아이브),https://i.scdn.co/image/ab67616d0000b273da343b21617aac0c57e332bb
이제 시작이야_민경훈,https://i.scdn.co/image/ab67616d0000b273d0c24f7f1e553115320d9039
"이별을 배웠어 (Always In My Heart)_임슬옹, 조이 (JOY)",https://i.scdn.co/image/ab67616d0000b273c6169c16b81dce6861fa236a
좋은 사람 있으면 소개시켜줘_조이 (JOY),https://i.scdn.co/image/ab67616d0000b273117b1209803da865d76b6287
어떤가요_박화요비,https://i.scdn.co/image/ab67616d0000b2736bfe054591907c9de8cda749
Blueming_아이유,https://i.scdn.co/image/ab67616d0000b273b658276cd9884ef6fae69033
"크리스마스니까_성시경, 박효신, 이석훈, 서인국, VIXX (빅스)",https://i.scdn.co/image/ab67616d0000b2736102fbfee73db153a32d02ab
드라마_아이유,https://i.scdn.co/image/ab67616d0000b2730d378c4756c4fc34b7d3eeaf
라일락_아이유,https://i.scdn.co/image/ab67616d0000b2734ed058b71650a6ca2c04adff
LOVE DIVE_IVE (아이브),https://i.scdn.co/image/ab67616d0000b2739d3b5d695233802eafb6e012
Ma Friend_오마이걸 (OH MY GIRL),https://i.scdn.co/image/ab67616d0000b2734957fced6061ee536ca618ab
롤린 (Rollin')_브레이브걸스,https://i.scdn.co/image/ab67616d0000b27373d59cc449e4592026c3997a
사랑인가 봐_멜로망스,https://i.scdn.co/image/ab67616d0000b2731b49ce6cf6304dc30fffac37
좋은 날_아이유,https://i.scdn.co/image/ab67616d0000b273761ccc23f8c948033a089a3f
소주 한 잔_임창정,https://i.scdn.co/image/ab67616d0000b273ba71919afc34f84abd78b623
사랑보다 깊은 상처_임재범,https://i.scdn.co/image/ab67616d0000b273b9e4be8fdc2fce6cce8c423d
너랑 나_아이유,https://i.scdn.co/image/ab67616d0000b273bf5f4138ebc9ba3fd6f0cde9
Shock_비스트,https://i.scdn.co/image/ab67616d0000b27356c15b083be9ddf69247e17b
12시 30분_비스트,https://i.scdn.co/image/ab67616d0000b2732eb9013f146b339b38ec4b2c
Fiction_비스트,https://i.scdn.co/image/d38e330c69ce1695d5c2a7487169b0d4fa48dd93
아름다운 밤이야_비스트,https://i.scdn.co/image/ab67616d0000b273aafc3a512b7052aafab88eb9
Beautiful_비스트,https://i.scdn.co/image/ab67616d0000b27344bd1ec58ede4fa0946ee14f
비가 오는 날엔_비스트,https://i.scdn.co/image/ab67616d0000b273c89d6d3da4431db2eb42acb2
겁쟁이_버즈,https://i.scdn.co/image/ab67616d0000b273aa5fe1ec03d12af4f18c378a
어쩌면_버즈,https://i.scdn.co/image/ab67616d0000b273dbc499c8002b251e550d4317
파리의연인OST 너의 곁으로_조성모,https://i.scdn.co/image/ab67616d0000b273a3d59d480f7d426c0f301fa6
One (Feat. 지선)_에픽하이 (EPIK HIGH),https://i.scdn.co/image/ab67616d0000b27338e8263b51bec04b91143b76
상록수_강타 (KANGTA),https://i.scdn.co/image/ab67616d0000b27337daad00ae3441122784f59a
우산 (Feat. 윤하)_에픽하이 (EPIK HIGH),https://i.scdn.co/image/ab67616d0000b27338e8263b51bec04b91143b76
Fly_에픽하이 (EPIK HIGH),https://i.scdn.co/image/ab67616d0000b273c3eac11cb6473b6db3d764d4
Love Song_앤디,https://i.scdn.co/image/ab67616d0000b273bcc51c1f439d78636e6769e7
불멸의 사랑_조성모,https://i.scdn.co/image/ab67616d0000b273eebd8f2c83cef3cbcfcfee6b
Love Love Love (Feat. Yoong Jin Of Casker)_에픽하이 (EPIK HIGH),https://i.scdn.co/image/ab67616d0000b2734c71e80a8f580184ba910222
애정표현_플라워,https://i.scdn.co/image/ab67616d0000b2732a4995f2d5a273094efa5f98
밍꼬송_밍꼬발랄 (박민정),https://i.scdn.co/image/ab67616d0000b2735fc3f7d85018c95fc33d7f9d
미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ)_아이유,https://i.scdn.co/image/ab67616d0000b27315cf3110f19687b1a24943d1
일과 이분의 일_투투,https://i.scdn.co/image/ab67616d0000b2736a41cb51c8644b74b098b0a6
화려하지 않은 고백_규현 (KYUHYUN),https://i.scdn.co/image/ab67616d0000b2730b98d60abedd35fe48d05263
잔소리 (With 2AM 슬옹)_아이유,https://i.scdn.co/image/ab67616d0000b2734ed058b71650a6ca2c04adff
너를 위해서..._김현성,https://i.scdn.co/image/ab67616d0000b2736014cc9dd8dcbc9e0dc86a62
Heaven_김현성,https://i.scdn.co/image/ab67616d0000b273d2999ea79201ccb9cf091a8e
빙고 (아싸)_거북이,https://i.scdn.co/image/ab67616d0000b273736f52921a08d45f12770b20
시작되는 연인들을 위하여 (with 이정봉)_이수영,https://i.scdn.co/image/ab67616d0000b273c47952f44d8097cb80840ff9
사랑은 봄비처럼 이별은 겨울비처럼_브라운아이드걸스,https://i.scdn.co/image/ab67616d0000b273dd1819c6c74b6775205e8c67
"너에게 약속하는 7가지_테이, 간미연",https://i.scdn.co/image/ab67616d0000b27385aad108c52db1482b89bb2e
사랑은 봄비처럼...이별은 겨울비처럼..._임현정,https://i.scdn.co/image/ab67616d0000b273f05f03d538c815d587bd84fc
혼자가 아닌 나 (Pop Ver.)_서영은,https://i.scdn.co/image/ab67616d0000b273851e56eba8b3205844406e21
"A Whole New World (From ""Aladdin""/Soundtrack Version)_Mena Massoud, Naomi Scott",https://i.scdn.co/image/ab67616d0000b2734a4b92dcf7a5c51cc4f7424c
"사랑을 믿어요_아이유, 유승호",https://i.scdn.co/image/ab67616d0000b273aec04002006195e8a48ef1b1
I Lay My Love On You_Westlife,https://i.scdn.co/image/ab67616d0000b273088cd22479369b60ec21b998
만남_코요태,https://i.scdn.co/image/ab67616d0000b2735a14c0eee7d498b915eda30f
팡파레_다비치,https://i.scdn.co/image/ab67616d0000b273ab3fe4502287378ed1a72b44
넘버나인 (No.9)_티아라,https://i.scdn.co/image/ab67616d0000b273a8aa2225f5c6e3a173ae79c3
Ditto_NewJeans,https://i.scdn.co/image/ab67616d0000b273e85177cbf204caafe116a092
メリクリ / Merry-Chri (메리크리) (Japanese Ver.)_보아 (BoA),https://i.scdn.co/image/ab67616d0000b2736e846cd9e1fe57297399af55
Clink Clink (클링 클링)_WSG워너비 (오아시소),https://i.scdn.co/image/ab67616d0000b273804748a57bf784af6ec1fc7d
천개의 바람이 되어 (2014 Remastering Ver.)_임형주,https://i.scdn.co/image/ab67616d0000b273fe94f0440f1c16124765211d
매일 크리스마스 (Everyday Christmas)_다비치,https://i.scdn.co/image/ab67616d0000b273ab3c1f8596d74478a1035c9b
"로비로모여 (Feat. 다이나믹듀오, 청하, 뮤지)_한해",https://i.scdn.co/image/ab67616d0000b273815af1d46a2fc940c2790d70
운전만해 (We Ride)_브레이브걸스,https://i.scdn.co/image/ab67616d0000b2739c658195301364e12729f74f
두 바퀴로 가는 자동차_김광석,https://i.scdn.co/image/ab67616d0000b27348cfdb4e4222b03738faa1c2
영원한 사랑_핑클 (Fin.K.L),https://i.scdn.co/image/ab67616d0000b273754993ad468ec7886611c69a
"다시 여기 바닷가_싹쓰리 (유두래곤, 린다G, 비룡)",https://i.scdn.co/image/ab67616d0000b273ed0c398b3873906d601feb7c
YES or YES_TWICE (트와이스),https://i.scdn.co/image/ab67616d0000b273140ba24506e300382e08e6ec
"비가 오잖아_소유 (SOYOU), 오반",https://i.scdn.co/image/ab67616d0000b273cae18c97d00f950e04bae0e7
안녕 (Hi~)_러블리즈,https://i.scdn.co/image/ab67616d0000b273da243fb0cf640656e4b7d2d2
Flat Shoes (Feat. Lovey)_크루셜스타 (CRUCiAL STAR),https://i.scdn.co/image/ab67616d0000b2736d138d7acd7b6d86442be25e
북향 (Feat. 오혁)_다이나믹 듀오,https://i.scdn.co/image/ab67616d0000b273a0f1c03fc7cdfd2b0a4719f3
소년점프 (Feat. 배기성)_마미손,https://i.scdn.co/image/ab67616d0000b273fc2606ebd14297b557da86da
Martini Blue_DPR LIVE,https://i.scdn.co/image/ab67616d0000b273262ee368886f6b290c338ef5
밤 (Time for the moon night)_여자친구 (GFRIEND),https://i.scdn.co/image/ab67616d0000b273674f692fd1a34630b818b39b
"헬리콥터 (Feat. Kid Milli, NO:EL)_한요한",https://i.scdn.co/image/ab67616d0000b273981c582d54f3f7a428881312
어른_Sondia,https://i.scdn.co/image/ab67616d0000b273fbeb34766eeceb49be09e898
전혀 (Feat. 우원재) (Prod. GroovyRoom)_빈첸,https://i.scdn.co/image/ab67616d0000b273a36cdb16065ff72d9b1d6bc6
"wewantourmoneyback (Prod. By Lemac) (Feat. Young B, Kid Milli)_기리보이",https://i.scdn.co/image/ab67616d0000b273fb1a3021ca8f26e5c05f6c52
"바코드 (Prod. GroovyRoom)_김하온 (HAON), 빈첸",https://i.scdn.co/image/ab67616d0000b2732e60c813d04d2de52a7568e3
IZAKAYA (Feat. Jvcki Wai)_키드밀리 (Kid Milli),https://i.scdn.co/image/ab67616d0000b273369606d1b08d8fd0b18ea275
물론_지아,https://i.scdn.co/image/ab67616d0000b2739ac388fa15129983c91930af
CORPORATE ESPIONAGE (Feat. NO:EL)_키드밀리 (Kid Milli),https://i.scdn.co/image/ab67616d0000b273369606d1b08d8fd0b18ea275
You(=I)_볼빨간사춘기,https://i.scdn.co/image/ab67616d0000b273463b630bf8d0269654337905
